,id,average_speed,average_angle,average_acceleration,dist_traveled,max_dist,dist_to_line,direction_changes,max_dist_start,triangle_area
0,0,4.416392684022,-3.590760889216509,0.0890326485060902,25428.3394010362,40.224899234860736,461.05582609011526,23,186.50537901958748,15529976.766238157
1,1,5.30925649633001,40.235392367302694,-0.010351285119057953,27286.793436129374,37.752912373285426,1080.6107534884807,13,145.5736714854714,68960344.86527103
2,2,5.7488860067990295,57.630207303757615,0.034656289716911634,33376.60094487247,37.86289614464829,374.124639908734,16,190.4487583696991,130418898.71301295
3,3,6.566596608345708,51.7885156470895,0.02043693575752143,31251.44157608618,37.029236103645076,664.3596166118235,11,220.4281141133318,133891376.75738545
4,4,6.739816725147101,29.17458479853751,-0.029459453001396643,37712.57321943269,58.65435964830206,903.6422177340344,14,212.70070525741093,107750355.3805226
5,5,7.359295685276083,-42.74085040529101,0.0925701320189632,39165.64857612239,90.67169433160664,892.0274751362572,24,120.21487297751469,123319485.50436871
6,6,5.506236031204111,13.046025547620264,0.029178053032731206,33599.654291264145,43.44153516740039,1652.886479979182,13,131.0583972244428,85346252.68869685
7,7,4.632409131791361,18.28349613511759,-0.06602151354023084,24566.163777443202,90.5323250392938,586.2195605951284,16,167.818588005024,89804412.57346047
8,8,5.747106965713336,-8.503641461958635,0.03814730480552769,31324.402394331555,54.30453212864793,401.8605517276634,19,149.88914860322595,81139896.15962963
9,9,7.669424232193974,55.049656678078414,0.06674814473910104,48928.637636323765,67.65033362991375,874.4606239131317,12,244.49448488716467,173743754.98128408
10,10,7.854673565344287,0.884142400720087,-0.11221587141637648,40145.85522247945,67.61731713915003,1777.134529090451,20,122.01608743526403,133787526.13161558
11,11,7.924760847556066,-37.89999774125898,0.0649078522681197,48332.160191630894,75.86567174844353,1919.8618064737057,28,132.97525779561428,130212942.58648665
12,12,7.4104227621965135,9.430414333492854,0.018822576971905713,41415.01935411394,80.68663190957321,510.26157590507876,20,165.39693166588677,89130794.33167288
13,13,7.7016561450559795,-27.250733369121487,0.07766283371906312,44841.08491856767,65.71864053102767,736.321736973187,20,191.60492698686,98075819.99972214
14,14,8.5951549796057,33.55054707187743,-0.08105142562255618,43666.53969036295,84.43289777652211,1801.28743698772,21,188.1856926661535,172977225.62105072
15,15,5.655193045799428,18.08411632602855,0.1053085813416954,33994.81578348662,60.452746377821484,1558.233170146754,17,152.66769481904143,88464507.99664274
16,16,6.398620590285951,20.306384066581668,0.06970805746618847,37995.0235971042,58.42863831716454,1073.1520259765482,23,198.41996898218173,79541323.89720769
17,17,7.286561777180211,-34.68842045321701,-0.11595938948011511,43907.54370145572,74.3691056587857,1412.958559206422,11,187.78195006176722,149823130.55555066
18,18,5.984183026608099,45.11569887350279,-0.04013646076481788,31193.619420212806,55.350635656529874,717.6489272739911,21,178.65232374153433,130429980.16765314
19,19,3.600117714656181,28.31442650988039,0.11417136706920641,18112.43993020367,34.70507715321842,290.39998758990646,30,95.29562884434958,47629596.247007035
20,20,6.666612268176608,-33.53297668621927,-0.0783838313383674,34378.290453675145,80.5436787274579,869.2694800715597,14,159.04784045063292,152216879.81002855
21,21,6.073961647444224,-41.673140534525935,0.05826091440952299,37204.64165017767,75.15836691573121,391.2813216750833,21,168.5265279832525,96066815.33790435
22,22,6.867458719946189,-9.396143865434583,0.016608965435930646,40693.62367190553,91.4843628131186,592.4396428871714,21,236.67080297174402,56834853.69257883
23,23,7.953896137231575,-8.599614308414239,0.005721715042919811,49738.57124073638,66.58964851728096,1409.2741820728072,11,118.9143778557076,141890902.84283063
